,Date,LeftTeam,LeftScore,RightScore,RightTeam
7253,2010-03-30,Chicago Bulls,105,111,Phoenix Suns
7254,2010-03-30,Milwaukee Bucks,107,89,Los Angeles Clippers
7255,2010-03-30,Houston Rockets,98,94,Washington Wizards
7256,2010-03-31,Atlanta Hawks,109,92,Los Angeles Lakers
7257,2010-03-31,Charlotte Hornets,103,84,Philadelphia 76ers
7258,2010-03-31,Cleveland Cavaliers,101,98,Milwaukee Bucks
7259,2010-03-31,Toronto Raptors,114,92,Los Angeles Clippers
7260,2010-03-31,Boston Celtics,104,109,Oklahoma City Thunder
7261,2010-03-31,Detroit Pistons,81,98,Miami Heat
7262,2010-03-31,Brooklyn Nets,105,116,Phoenix Suns
7263,2010-03-31,Memphis Grizzlies,102,106,Dallas Mavericks
7264,2010-03-31,Minnesota Timberwolves,108,99,Sacramento Kings
7265,2010-03-31,New Orleans Pelicans,91,96,Washington Wizards
7266,2010-03-31,San Antonio Spurs,119,102,Houston Rockets
7267,2010-03-31,Portland Trail Blazers,118,90,New York Knicks
7268,2010-03-31,Utah Jazz,128,104,Golden State Warriors
7269,2010-04-01,Dallas Mavericks,82,97,Orlando Magic
7270,2010-04-01,Denver Nuggets,109,92,Portland Trail Blazers
7271,2010-04-02,Charlotte Hornets,87,86,Milwaukee Bucks
7272,2010-04-02,Indiana Pacers,96,105,Miami Heat
7273,2010-04-02,Washington Wizards,87,95,Chicago Bulls
7274,2010-04-02,Boston Celtics,114,119,Houston Rockets
7275,2010-04-02,Cleveland Cavaliers,93,88,Atlanta Hawks
7276,2010-04-02,Detroit Pistons,94,109,Phoenix Suns
7277,2010-04-02,Memphis Grizzlies,107,96,New Orleans Pelicans
7278,2010-04-02,San Antonio Spurs,112,100,Orlando Magic
7279,2010-04-02,Golden State Warriors,128,117,New York Knicks
7280,2010-04-02,Los Angeles Lakers,106,92,Utah Jazz
7281,2010-04-03,Philadelphia 76ers,123,128,Toronto Raptors
7282,2010-04-03,Atlanta Hawks,91,85,Detroit Pistons
7283,2010-04-03,Brooklyn Nets,115,87,New Orleans Pelicans
7284,2010-04-03,Chicago Bulls,96,88,Charlotte Hornets
7285,2010-04-03,Minnesota Timberwolves,84,97,Miami Heat
7286,2010-04-03,Dallas Mavericks,116,121,Oklahoma City Thunder
7287,2010-04-03,Milwaukee Bucks,107,98,Phoenix Suns
7288,2010-04-03,Denver Nuggets,98,90,Los Angeles Clippers
7289,2010-04-03,Sacramento Kings,87,98,Portland Trail Blazers
7290,2010-04-04,Boston Celtics,117,113,Cleveland Cavaliers
7291,2010-04-04,Los Angeles Lakers,81,100,San Antonio Spurs
7292,2010-04-04,Indiana Pacers,133,102,Houston Rockets
7293,2010-04-04,Orlando Magic,107,92,Memphis Grizzlies
7294,2010-04-04,Toronto Raptors,112,113,Golden State Warriors
7295,2010-04-04,Washington Wizards,109,99,Brooklyn Nets
7296,2010-04-04,Oklahoma City Thunder,116,108,Minnesota Timberwolves
7297,2010-04-04,Los Angeles Clippers,107,113,New York Knicks
7298,2010-04-06,Charlotte Hornets,109,100,Atlanta Hawks
7299,2010-04-06,Cleveland Cavaliers,113,101,Toronto Raptors
7300,2010-04-06,Philadelphia 76ers,103,124,Detroit Pistons
7301,2010-04-06,Washington Wizards,112,94,Golden State Warriors
7302,2010-04-06,New York Knicks,104,101,Boston Celtics
7303,2010-04-06,Chicago Bulls,74,79,Milwaukee Bucks
7304,2010-04-06,Memphis Grizzlies,103,113,Houston Rockets
7305,2010-04-06,Utah Jazz,140,139,Oklahoma City Thunder
7306,2010-04-06,Sacramento Kings,86,95,San Antonio Spurs
7307,2010-04-07,Indiana Pacers,113,105,New York Knicks
7308,2010-04-07,Orlando Magic,121,94,Washington Wizards
7309,2010-04-07,Toronto Raptors,104,115,Boston Celtics
7310,2010-04-07,Detroit Pistons,90,88,Atlanta Hawks
7311,2010-04-07,Miami Heat,99,95,Philadelphia 76ers
7312,2010-04-07,Houston Rockets,113,96,Utah Jazz
7313,2010-04-07,Milwaukee Bucks,108,89,Brooklyn Nets
7314,2010-04-07,Minnesota Timberwolves,107,116,Golden State Warriors
7315,2010-04-07,New Orleans Pelicans,103,104,Charlotte Hornets
7316,2010-04-07,Oklahoma City Thunder,94,98,Denver Nuggets
7317,2010-04-07,Dallas Mavericks,110,84,Memphis Grizzlies
7318,2010-04-07,Los Angeles Clippers,85,93,Portland Trail Blazers
7319,2010-04-07,Phoenix Suns,112,101,San Antonio Spurs
7320,2010-04-08,Chicago Bulls,109,108,Cleveland Cavaliers
7321,2010-04-08,Sacramento Kings,116,94,Los Angeles Clippers
7322,2010-04-08,Denver Nuggets,98,96,Los Angeles Lakers
7323,2010-04-09,Orlando Magic,118,103,New York Knicks
7324,2010-04-09,Philadelphia 76ers,90,95,Milwaukee Bucks
7325,2010-04-09,Atlanta Hawks,107,101,Toronto Raptors
7326,2010-04-09,Boston Celtics,96,106,Washington Wizards
7327,2010-04-09,Cleveland Cavaliers,113,116,Indiana Pacers
7328,2010-04-09,Miami Heat,99,106,Detroit Pistons
7329,2010-04-09,Minnesota Timberwolves,88,97,Los Angeles Lakers
7330,2010-04-09,Brooklyn Nets,127,116,Chicago Bulls
7331,2010-04-09,New Orleans Pelicans,103,114,Utah Jazz
7332,2010-04-09,Oklahoma City Thunder,96,91,Phoenix Suns
7333,2010-04-09,Houston Rockets,97,90,Charlotte Hornets
7334,2010-04-09,San Antonio Spurs,99,107,Memphis Grizzlies
7335,2010-04-09,Portland Trail Blazers,77,83,Dallas Mavericks
7336,2010-04-10,Charlotte Hornets,99,95,Detroit Pistons
7337,2010-04-10,Indiana Pacers,115,102,Brooklyn Nets
7338,2010-04-10,Washington Wizards,95,105,Atlanta Hawks
7339,2010-04-10,Memphis Grizzlies,101,120,Philadelphia 76ers
7340,2010-04-10,Milwaukee Bucks,90,105,Boston Celtics
7341,2010-04-10,Denver Nuggets,85,104,San Antonio Spurs
7342,2010-04-10,Sacramento Kings,108,126,Dallas Mavericks
7343,2010-04-10,Los Angeles Clippers,107,104,Golden State Warriors
7344,2010-04-11,Cleveland Cavaliers,92,98,Orlando Magic
7345,2010-04-11,Los Angeles Lakers,88,91,Portland Trail Blazers
7346,2010-04-11,New York Knicks,98,111,Miami Heat
7347,2010-04-11,Toronto Raptors,88,104,Chicago Bulls
7348,2010-04-11,New Orleans Pelicans,114,86,Minnesota Timberwolves
7349,2010-04-11,Golden State Warriors,120,117,Oklahoma City Thunder
7350,2010-04-11,Phoenix Suns,116,106,Houston Rockets
7351,2010-04-12,Indiana Pacers,98,118,Orlando Magic
7352,2010-04-12,Philadelphia 76ers,105,107,Miami Heat
7353,2010-04-12,Detroit Pistons,97,111,Toronto Raptors
7354,2010-04-12,Brooklyn Nets,95,105,Charlotte Hornets
7355,2010-04-12,New York Knicks,114,103,Washington Wizards
7356,2010-04-12,Milwaukee Bucks,96,104,Atlanta Hawks
7357,2010-04-12,San Antonio Spurs,133,111,Minnesota Timberwolves
7358,2010-04-12,Denver Nuggets,123,101,Memphis Grizzlies
7359,2010-04-12,Portland Trail Blazers,103,95,Oklahoma City Thunder
7360,2010-04-12,Sacramento Kings,107,117,Houston Rockets
7361,2010-04-12,Los Angeles Clippers,94,117,Dallas Mavericks
7362,2010-04-13,Chicago Bulls,101,93,Boston Celtics
7363,2010-04-13,Golden State Warriors,94,103,Utah Jazz
7364,2010-04-13,Los Angeles Lakers,106,100,Sacramento Kings
7365,2010-04-13,Phoenix Suns,123,101,Denver Nuggets
7366,2010-04-14,Atlanta Hawks,99,83,Cleveland Cavaliers
7367,2010-04-14,Boston Celtics,95,106,Milwaukee Bucks
7368,2010-04-14,Charlotte Hornets,89,98,Chicago Bulls
7369,2010-04-14,Dallas Mavericks,96,89,San Antonio Spurs
7370,2010-04-14,Houston Rockets,115,123,New Orleans Pelicans
7371,2010-04-14,Miami Heat,94,86,Brooklyn Nets
7372,2010-04-14,Minnesota Timberwolves,98,103,Detroit Pistons
7373,2010-04-14,Oklahoma City Thunder,114,105,Memphis Grizzlies
7374,2010-04-14,Orlando Magic,125,111,Philadelphia 76ers
7375,2010-04-14,Toronto Raptors,131,113,New York Knicks
7376,2010-04-14,Washington Wizards,98,97,Indiana Pacers
7377,2010-04-14,Los Angeles Clippers,107,91,Los Angeles Lakers
7378,2010-04-14,Portland Trail Blazers,116,122,Golden State Warriors
7379,2010-04-14,Utah Jazz,86,100,Phoenix Suns
7380,2010-10-26,Boston Celtics,88,80,Miami Heat
7381,2010-10-26,Portland Trail Blazers,106,92,Phoenix Suns
7382,2010-10-26,Los Angeles Lakers,112,110,Houston Rockets
7383,2010-10-27,Cleveland Cavaliers,95,87,Boston Celtics
7384,2010-10-27,Toronto Raptors,93,98,New York Knicks
7385,2010-10-27,Philadelphia 76ers,87,97,Miami Heat
7386,2010-10-27,Brooklyn Nets,101,98,Detroit Pistons
7387,2010-10-27,Oklahoma City Thunder,106,95,Chicago Bulls
7388,2010-10-27,New Orleans Pelicans,95,91,Milwaukee Bucks
7389,2010-10-27,Minnesota Timberwolves,116,117,Sacramento Kings
7390,2010-10-27,Memphis Grizzlies,104,119,Atlanta Hawks
7391,2010-10-27,San Antonio Spurs,122,109,Indiana Pacers
7392,2010-10-27,Dallas Mavericks,101,86,Charlotte Hornets
7393,2010-10-27,Denver Nuggets,110,88,Utah Jazz
7394,2010-10-27,Los Angeles Clippers,88,98,Portland Trail Blazers
7395,2010-10-27,Golden State Warriors,132,128,Houston Rockets
7396,2010-10-28,Orlando Magic,112,83,Washington Wizards
7397,2010-10-28,Utah Jazz,94,110,Phoenix Suns
7398,2010-10-29,Charlotte Hornets,101,104,Indiana Pacers
7399,2010-10-29,Toronto Raptors,101,81,Cleveland Cavaliers
7400,2010-10-29,Philadelphia 76ers,101,104,Atlanta Hawks
7401,2010-10-29,Brooklyn Nets,106,100,Sacramento Kings
7402,2010-10-29,Boston Celtics,105,101,New York Knicks
7403,2010-10-29,Detroit Pistons,104,105,Oklahoma City Thunder
7404,2010-10-29,New Orleans Pelicans,101,95,Denver Nuggets
7405,2010-10-29,Miami Heat,96,70,Orlando Magic
7406,2010-10-29,Minnesota Timberwolves,96,85,Milwaukee Bucks
7407,2010-10-29,Dallas Mavericks,90,91,Memphis Grizzlies
7408,2010-10-29,Golden State Warriors,109,91,Los Angeles Clippers
7409,2010-10-29,Phoenix Suns,106,114,Los Angeles Lakers
7410,2010-10-30,Atlanta Hawks,99,95,Washington Wizards
7411,2010-10-30,New York Knicks,95,100,Portland Trail Blazers
7412,2010-10-30,Cleveland Cavaliers,104,107,Sacramento Kings
7413,2010-10-30,Indiana Pacers,99,86,Philadelphia 76ers
7414,2010-10-30,Memphis Grizzlies,109,89,Minnesota Timberwolves
7415,2010-10-30,Chicago Bulls,101,91,Detroit Pistons
7416,2010-10-30,Houston Rockets,94,107,Denver Nuggets
7417,2010-10-30,Milwaukee Bucks,98,88,Charlotte Hornets
7418,2010-10-30,San Antonio Spurs,90,99,New Orleans Pelicans
7419,2010-10-31,Brooklyn Nets,78,101,Miami Heat
7420,2010-10-31,Los Angeles Clippers,83,99,Dallas Mavericks
7421,2010-10-31,Oklahoma City Thunder,99,120,Utah Jazz
7422,2010-10-31,Los Angeles Lakers,107,83,Golden State Warriors
7423,2010-11-01,Chicago Bulls,110,98,Portland Trail Blazers
7424,2010-11-01,Sacramento Kings,111,108,Toronto Raptors
7425,2010-11-01,Los Angeles Clippers,88,97,San Antonio Spurs
7426,2010-11-02,Cleveland Cavaliers,88,100,Atlanta Hawks
7427,2010-11-02,Washington Wizards,116,115,Philadelphia 76ers
7428,2010-11-02,Detroit Pistons,86,109,Boston Celtics
7429,2010-11-02,Miami Heat,129,97,Minnesota Timberwolves
7430,2010-11-02,Milwaukee Bucks,76,90,Portland Trail Blazers
7431,2010-11-02,Los Angeles Lakers,124,105,Memphis Grizzlies
7432,2010-11-03,Atlanta Hawks,94,85,Detroit Pistons
7433,2010-11-03,Brooklyn Nets,83,85,Charlotte Hornets
7434,2010-11-03,Orlando Magic,128,86,Minnesota Timberwolves
7435,2010-11-03,Philadelphia 76ers,101,75,Indiana Pacers
7436,2010-11-03,Boston Celtics,105,102,Milwaukee Bucks
7437,2010-11-03,Houston Rockets,99,107,New Orleans Pelicans
7438,2010-11-03,Denver Nuggets,101,102,Dallas Mavericks
7439,2010-11-03,Utah Jazz,125,108,Toronto Raptors
7440,2010-11-03,Phoenix Suns,110,112,San Antonio Spurs
7441,2010-11-03,Golden State Warriors,115,109,Memphis Grizzlies
7442,2010-11-03,Los Angeles Clippers,107,92,Oklahoma City Thunder
7443,2010-11-03,Sacramento Kings,100,112,Los Angeles Lakers
7444,2010-11-04,Chicago Bulls,112,120,New York Knicks
7445,2010-11-04,Portland Trail Blazers,106,107,Oklahoma City Thunder
7446,2010-11-05,Indiana Pacers,90,94,Milwaukee Bucks
7447,2010-11-05,Orlando Magic,105,90,Brooklyn Nets
7448,2010-11-05,Philadelphia 76ers,116,123,Cleveland Cavaliers
7449,2010-11-05,Detroit Pistons,97,90,Charlotte Hornets
7450,2010-11-05,New York Knicks,112,91,Washington Wizards
7451,2010-11-05,Boston Celtics,110,105,Chicago Bulls
7452,2010-11-05,Minnesota Timberwolves,103,113,Atlanta Hawks
7453,2010-11-05,New Orleans Pelicans,96,93,Miami Heat
7454,2010-11-05,Phoenix Suns,123,118,Memphis Grizzlies
7455,2010-11-05,Denver Nuggets,111,104,Los Angeles Clippers
7456,2010-11-05,Golden State Warriors,85,78,Utah Jazz
7457,2010-11-05,Los Angeles Lakers,108,103,Toronto Raptors
7458,2010-11-06,Charlotte Hornets,88,91,Orlando Magic
7459,2010-11-06,Washington Wizards,102,107,Cleveland Cavaliers
7460,2010-11-06,Miami Heat,101,89,Brooklyn Nets
7461,2010-11-06,Milwaukee Bucks,81,87,New Orleans Pelicans
7462,2010-11-06,San Antonio Spurs,124,121,Houston Rockets
7463,2010-11-06,Dallas Mavericks,92,103,Denver Nuggets
7464,2010-11-06,Utah Jazz,109,107,Los Angeles Clippers
7465,2010-11-06,Portland Trail Blazers,97,84,Toronto Raptors
7466,2010-11-06,Sacramento Kings,91,100,Memphis Grizzlies
7467,2010-11-07,New York Knicks,96,106,Philadelphia 76ers
7468,2010-11-07,Atlanta Hawks,114,118,Phoenix Suns
7469,2010-11-07,Detroit Pistons,102,97,Golden State Warriors
7470,2010-11-07,Houston Rockets,120,94,Minnesota Timberwolves
7471,2010-11-07,Oklahoma City Thunder,83,92,Boston Celtics
7472,2010-11-07,Los Angeles Lakers,121,96,Portland Trail Blazers
7473,2010-11-08,Charlotte Hornets,91,95,San Antonio Spurs
7474,2010-11-08,Orlando Magic,93,89,Atlanta Hawks
7475,2010-11-08,Toronto Raptors,102,109,Golden State Warriors
7476,2010-11-08,Chicago Bulls,94,92,Denver Nuggets
7477,2010-11-08,Memphis Grizzlies,109,99,Phoenix Suns
7478,2010-11-08,Dallas Mavericks,89,87,Boston Celtics
7479,2010-11-09,Indiana Pacers,144,113,Denver Nuggets
7480,2010-11-09,Brooklyn Nets,91,93,Cleveland Cavaliers
7481,2010-11-09,Miami Heat,114,116,Utah Jazz
7482,2010-11-09,Milwaukee Bucks,107,80,New York Knicks
7483,2010-11-09,New Orleans Pelicans,101,82,Los Angeles Clippers
7484,2010-11-09,Portland Trail Blazers,100,78,Detroit Pistons
7485,2010-11-09,Los Angeles Lakers,99,94,Minnesota Timberwolves
7486,2010-11-10,Atlanta Hawks,91,108,Milwaukee Bucks
7487,2010-11-10,Orlando Magic,94,104,Utah Jazz
7488,2010-11-10,Toronto Raptors,96,101,Charlotte Hornets
7489,2010-11-10,Washington Wizards,98,91,Houston Rockets
7490,2010-11-10,Cleveland Cavaliers,87,95,Brooklyn Nets
7491,2010-11-10,New York Knicks,117,122,Golden State Warriors
7492,2010-11-10,Memphis Grizzlies,91,106,Dallas Mavericks
7493,2010-11-10,Oklahoma City Thunder,109,103,Philadelphia 76ers
7494,2010-11-10,San Antonio Spurs,107,95,Los Angeles Clippers
7495,2010-11-10,Sacramento Kings,89,98,Minnesota Timberwolves
7496,2010-11-11,Chicago Bulls,120,90,Golden State Warriors
7497,2010-11-11,Miami Heat,107,112,Boston Celtics
7498,2010-11-11,Denver Nuggets,118,112,Los Angeles Lakers
7499,2010-11-12,Atlanta Hawks,86,90,Utah Jazz
7500,2010-11-12,Indiana Pacers,99,102,Houston Rockets
7501,2010-11-12,Orlando Magic,106,110,Toronto Raptors
7502,2010-11-12,Washington Wizards,85,93,Charlotte Hornets
7503,2010-11-12,Minnesota Timberwolves,112,103,New York Knicks
7504,2010-11-12,Dallas Mavericks,99,90,Philadelphia 76ers
7505,2010-11-12,Phoenix Suns,103,89,Sacramento Kings
7506,2010-11-12,Oklahoma City Thunder,110,108,Portland Trail Blazers
7507,2010-11-12,Los Angeles Clippers,107,113,Detroit Pistons
7508,2010-11-13,Charlotte Hornets,95,96,Utah Jazz
7509,2010-11-13,Brooklyn Nets,90,91,Orlando Magic
7510,2010-11-13,Cleveland Cavaliers,85,99,Indiana Pacers
7511,2010-11-13,Miami Heat,109,100,Toronto Raptors
7512,2010-11-13,Chicago Bulls,103,96,Washington Wizards
7513,2010-11-13,Memphis Grizzlies,110,116,Boston Celtics
7514,2010-11-13,New Orleans Pelicans,107,87,Portland Trail Blazers
7515,2010-11-13,Milwaukee Bucks,79,72,Golden State Warriors
7516,2010-11-13,San Antonio Spurs,116,93,Philadelphia 76ers
7517,2010-11-14,Atlanta Hawks,111,105,Minnesota Timberwolves
7518,2010-11-14,Sacramento Kings,94,100,Detroit Pistons
7519,2010-11-14,Oklahoma City Thunder,104,117,San Antonio Spurs
7520,2010-11-14,New York Knicks,96,104,Houston Rockets
7521,2010-11-14,Los Angeles Lakers,116,121,Phoenix Suns
7522,2010-11-15,Charlotte Hornets,113,110,Minnesota Timberwolves
7523,2010-11-15,Orlando Magic,89,72,Memphis Grizzlies
7524,2010-11-15,Dallas Mavericks,98,95,New Orleans Pelicans
7525,2010-11-15,Phoenix Suns,100,94,Denver Nuggets
7526,2010-11-15,Utah Jazz,108,115,Oklahoma City Thunder
7527,2010-11-15,Golden State Warriors,101,97,Detroit Pistons
7528,2010-11-15,Los Angeles Clippers,96,110,Brooklyn Nets
7529,2010-11-16,Cleveland Cavaliers,101,93,Philadelphia 76ers
7530,2010-11-16,Indiana Pacers,92,102,Atlanta Hawks
7531,2010-11-16,Washington Wizards,109,94,Toronto Raptors
7532,2010-11-16,Memphis Grizzlies,99,100,Portland Trail Blazers
7533,2010-11-16,Milwaukee Bucks,107,118,Los Angeles Lakers
7534,2010-11-16,Houston Rockets,92,95,Chicago Bulls
7535,2010-11-16,Denver Nuggets,120,118,New York Knicks
7536,2010-11-17,Miami Heat,123,96,Phoenix Suns
7537,2010-11-17,Philadelphia 76ers,86,94,Toronto Raptors
7538,2010-11-17,Boston Celtics,114,83,Washington Wizards
7539,2010-11-17,Detroit Pistons,90,103,Los Angeles Lakers
7540,2010-11-17,Minnesota Timberwolves,113,111,Los Angeles Clippers
7541,2010-11-17,New Orleans Pelicans,99,97,Dallas Mavericks
7542,2010-11-17,Oklahoma City Thunder,116,99,Houston Rockets
7543,2010-11-17,Utah Jazz,98,88,Brooklyn Nets
7544,2010-11-17,San Antonio Spurs,103,94,Chicago Bulls
7545,2010-11-17,Sacramento Kings,106,113,New York Knicks
7546,2010-11-18,Indiana Pacers,107,80,Los Angeles Clippers
7547,2010-11-18,Orlando Magic,105,89,Phoenix Suns
7548,2010-11-18,Portland Trail Blazers,86,83,Denver Nuggets
7549,2010-11-19,Boston Celtics,84,89,Oklahoma City Thunder
7550,2010-11-19,Philadelphia 76ers,90,79,Milwaukee Bucks
7551,2010-11-19,Toronto Raptors,106,96,Houston Rockets
7552,2010-11-19,Washington Wizards,89,86,Memphis Grizzlies
7553,2010-11-19,Miami Heat,95,87,Charlotte Hornets
7554,2010-11-19,Minnesota Timberwolves,95,112,Los Angeles Lakers
7555,2010-11-19,New Orleans Pelicans,108,101,Cleveland Cavaliers
7556,2010-11-19,Utah Jazz,82,94,San Antonio Spurs
7557,2010-11-19,Dallas Mavericks,83,88,Chicago Bulls
7558,2010-11-19,Sacramento Kings,86,81,Brooklyn Nets
7559,2010-11-19,Golden State Warriors,119,125,New York Knicks
7560,2010-11-20,Charlotte Hornets,123,105,Phoenix Suns
7561,2010-11-20,Indiana Pacers,86,90,Orlando Magic
7562,2010-11-20,Atlanta Hawks,93,98,Dallas Mavericks
7563,2010-11-20,Memphis Grizzlies,97,95,Miami Heat
7564,2010-11-20,Milwaukee Bucks,81,82,Oklahoma City Thunder
7565,2010-11-20,San Antonio Spurs,116,92,Cleveland Cavaliers
7566,2010-11-20,Denver Nuggets,107,103,Brooklyn Nets
7567,2010-11-20,Portland Trail Blazers,94,103,Utah Jazz
7568,2010-11-20,Los Angeles Clippers,115,124,New York Knicks
7569,2010-11-21,Toronto Raptors,102,101,Boston Celtics
7570,2010-11-21,Detroit Pistons,115,110,Washington Wizards
7571,2010-11-21,Sacramento Kings,71,75,New Orleans Pelicans
7572,2010-11-21,Los Angeles Lakers,117,89,Golden State Warriors
7573,2010-11-22,Atlanta Hawks,76,99,Boston Celtics
7574,2010-11-22,Miami Heat,77,93,Indiana Pacers
7575,2010-11-22,Oklahoma City Thunder,117,107,Minnesota Timberwolves
7576,2010-11-22,Houston Rockets,116,123,Phoenix Suns
7577,2010-11-22,San Antonio Spurs,106,97,Orlando Magic
7578,2010-11-22,Utah Jazz,94,83,Sacramento Kings
7579,2010-11-22,Golden State Warriors,89,106,Denver Nuggets
7580,2010-11-22,Los Angeles Clippers,99,95,New Orleans Pelicans
7581,2010-11-23,Indiana Pacers,100,89,Cleveland Cavaliers
7582,2010-11-23,Brooklyn Nets,107,101,Atlanta Hawks
7583,2010-11-23,Washington Wizards,116,114,Philadelphia 76ers
7584,2010-11-23,New York Knicks,110,107,Charlotte Hornets
7585,2010-11-23,Dallas Mavericks,88,84,Detroit Pistons
7586,2010-11-23,Los Angeles Lakers,98,91,Chicago Bulls
7587,2010-11-24,Charlotte Hornets,95,99,New York Knicks
7588,2010-11-24,Cleveland Cavaliers,83,81,Milwaukee Bucks
7589,2010-11-24,Toronto Raptors,106,90,Philadelphia 76ers
7590,2010-11-24,Boston Celtics,89,83,Brooklyn Nets
7591,2010-11-24,Orlando Magic,104,95,Miami Heat
7592,2010-11-24,Memphis Grizzlies,105,84,Detroit Pistons
7593,2010-11-24,Minnesota Timberwolves,109,113,San Antonio Spurs
7594,2010-11-24,Oklahoma City Thunder,103,111,Dallas Mavericks
7595,2010-11-24,Houston Rockets,111,101,Golden State Warriors
7596,2010-11-24,Phoenix Suns,115,123,Chicago Bulls
7597,2010-11-24,Utah Jazz,105,87,New Orleans Pelicans
7598,2010-11-25,Atlanta Hawks,116,96,Washington Wizards
7599,2010-11-25,Los Angeles Clippers,100,82,Sacramento Kings
7600,2010-11-26,Charlotte Hornets,99,89,Houston Rockets
7601,2010-11-26,Orlando Magic,111,100,Cleveland Cavaliers
7602,2010-11-26,Boston Celtics,110,101,Toronto Raptors
7603,2010-11-26,Detroit Pistons,103,89,Milwaukee Bucks
7604,2010-11-26,Miami Heat,99,90,Philadelphia 76ers
7605,2010-11-26,Indiana Pacers,106,110,Oklahoma City Thunder
7606,2010-11-26,San Antonio Spurs,94,103,Dallas Mavericks
7607,2010-11-26,Denver Nuggets,98,97,Chicago Bulls
7608,2010-11-26,Phoenix Suns,116,108,Los Angeles Clippers
7609,2010-11-26,Utah Jazz,102,96,Los Angeles Lakers
7610,2010-11-26,Memphis Grizzlies,116,111,Golden State Warriors
7611,2010-11-26,Portland Trail Blazers,78,97,New Orleans Pelicans
7612,2010-11-27,New York Knicks,90,99,Atlanta Hawks
7613,2010-11-27,Washington Wizards,99,100,Orlando Magic
7614,2010-11-27,Cleveland Cavaliers,92,86,Memphis Grizzlies
7615,2010-11-27,Philadelphia 76ers,102,86,Brooklyn Nets
7616,2010-11-27,Minnesota Timberwolves,94,104,Golden State Warriors
7617,2010-11-27,Dallas Mavericks,106,95,Miami Heat
7618,2010-11-27,Milwaukee Bucks,104,101,Charlotte Hornets
7619,2010-11-27,Sacramento Kings,85,96,Chicago Bulls
7620,2010-11-28,Toronto Raptors,78,96,Atlanta Hawks
7621,2010-11-28,Detroit Pistons,116,125,New York Knicks
7622,2010-11-28,New Orleans Pelicans,95,109,San Antonio Spurs
7623,2010-11-28,Los Angeles Clippers,97,109,Utah Jazz
7624,2010-11-28,Houston Rockets,99,98,Oklahoma City Thunder
7625,2010-11-28,Brooklyn Nets,98,96,Portland Trail Blazers
7626,2010-11-28,Denver Nuggets,138,133,Phoenix Suns
7627,2010-11-28,Los Angeles Lakers,92,95,Indiana Pacers
7628,2010-11-29,Miami Heat,105,94,Washington Wizards
7629,2010-11-29,Oklahoma City Thunder,95,89,New Orleans Pelicans
7630,2010-11-29,Dallas Mavericks,101,91,Houston Rockets
7631,2010-11-29,Utah Jazz,109,88,Milwaukee Bucks
7632,2010-11-30,Cleveland Cavaliers,87,106,Boston Celtics
7633,2010-11-30,Orlando Magic,90,79,Detroit Pistons
7634,2010-11-30,Philadelphia 76ers,88,79,Portland Trail Blazers
7635,2010-11-30,New York Knicks,111,100,Brooklyn Nets
7636,2010-11-30,Memphis Grizzlies,98,96,Los Angeles Lakers
7637,2010-11-30,Sacramento Kings,98,107,Indiana Pacers
7638,2010-11-30,Golden State Warriors,98,118,San Antonio Spurs
7639,2010-12-01,Atlanta Hawks,112,109,Memphis Grizzlies
7640,2010-12-01,Brooklyn Nets,120,123,Oklahoma City Thunder
7641,2010-12-01,Toronto Raptors,127,108,Washington Wizards
7642,2010-12-01,Boston Celtics,99,95,Portland Trail Blazers
7643,2010-12-01,Miami Heat,97,72,Detroit Pistons
7644,2010-12-01,Chicago Bulls,78,107,Orlando Magic
7645,2010-12-01,New Orleans Pelicans,89,73,Charlotte Hornets
7646,2010-12-01,Dallas Mavericks,100,86,Minnesota Timberwolves
7647,2010-12-01,Houston Rockets,109,99,Los Angeles Lakers
7648,2010-12-01,Denver Nuggets,105,94,Milwaukee Bucks
7649,2010-12-01,Utah Jazz,110,88,Indiana Pacers
7650,2010-12-01,Los Angeles Clippers,90,85,San Antonio Spurs
7651,2010-12-02,Cleveland Cavaliers,90,118,Miami Heat
7652,2010-12-02,Golden State Warriors,101,107,Phoenix Suns
7653,2010-12-03,Charlotte Hornets,91,84,Brooklyn Nets
7654,2010-12-03,Toronto Raptors,111,99,Oklahoma City Thunder
7655,2010-12-03,Washington Wizards,83,79,Portland Trail Blazers
7656,2010-12-03,Atlanta Hawks,93,88,Philadelphia 76ers
7657,2010-12-03,Detroit Pistons,91,104,Orlando Magic
7658,2010-12-03,Boston Celtics,104,92,Chicago Bulls
7659,2010-12-03,Memphis Grizzlies,111,127,Houston Rockets
7660,2010-12-03,New Orleans Pelicans,92,100,New York Knicks
7661,2010-12-03,San Antonio Spurs,107,101,Minnesota Timberwolves
7662,2010-12-03,Denver Nuggets,109,104,Los Angeles Clippers
7663,2010-12-03,Phoenix Suns,105,97,Indiana Pacers
7664,2010-12-03,Los Angeles Lakers,113,80,Sacramento Kings
7665,2010-12-03,Utah Jazz,81,93,Dallas Mavericks
7666,2010-12-04,Miami Heat,89,77,Atlanta Hawks
7667,2010-12-04,Philadelphia 76ers,109,91,Charlotte Hornets
7668,2010-12-04,Chicago Bulls,119,116,Houston Rockets
7669,2010-12-04,Minnesota Timberwolves,129,95,Cleveland Cavaliers
7670,2010-12-04,Milwaukee Bucks,96,85,Orlando Magic
7671,2010-12-04,Sacramento Kings,103,105,Dallas Mavericks
7672,2010-12-05,Brooklyn Nets,75,100,Boston Celtics
