Season,Date,LeftTeam,LeftScore,RightScore,RightTeam,Overtime,Left_B2B,Right_B2B,Left_EWMA_7,Right_EWMA_7,Left_EWMA_28,Right_EWMA_28
2014-2015,2015-03-28,Portland Trail Blazers,120,114,Denver Nuggets,0OT,1,1,29.76349679519303,25.87879207585544,25.104531468032288,24.854763237766214
2014-2015,2015-03-29,Washington Wizards,91,99,Houston Rockets,0OT,0,0,23.63254171739967,20.49832355367873,24.04445573097515,22.407995375912282
2014-2015,2015-03-29,Brooklyn Nets,107,99,Los Angeles Lakers,0OT,0,0,21.6064156212345,22.36788721335932,24.104517128362197,22.58592084823599
2014-2015,2015-03-29,New Orleans Pelicans,110,88,Minnesota Timberwolves,0OT,0,0,19.350474476402542,22.564002274360373,22.046023183575752,24.706609043023843
2014-2015,2015-03-29,Cleveland Cavaliers,87,86,Philadelphia 76ers,0OT,0,0,19.02500288676061,22.80768953494143,22.129308341897406,24.409438798008505
2014-2015,2015-03-29,Boston Celtics,106,119,Los Angeles Clippers,0OT,0,0,22.132889452835396,19.238011871136806,25.291654839282565,22.30757514672741
2014-2015,2015-03-29,Miami Heat,109,102,Detroit Pistons,0OT,0,0,22.635685409992266,18.552620047614514,23.916088268117527,22.320440579478035
2014-2015,2015-03-29,Indiana Pacers,104,99,Dallas Mavericks,0OT,0,0,19.005722933580063,17.50818924234542,22.846446638428844,20.316504930640228
2014-2015,2015-03-29,San Antonio Spurs,103,89,Memphis Grizzlies,0OT,0,0,22.998805446195547,21.156237090116015,23.994539100487803,24.44249790962321
2014-2015,2015-03-29,Phoenix Suns,97,109,Oklahoma City Thunder,0OT,0,1,19.368074375502957,25.86845976879632,21.548055882276035,24.53206563909277
2014-2015,2015-03-30,Charlotte Hornets,104,116,Boston Celtics,0OT,0,1,26.55135737426899,28.599667089626546,25.378325682716156,26.857747608987214
2014-2015,2015-03-30,Philadelphia 76ers,111,113,Los Angeles Lakers,1OT,1,1,29.105767151206074,28.77591541001949,26.036374053318262,24.338615962150747
2014-2015,2015-03-30,Atlanta Hawks,101,88,Milwaukee Bucks,0OT,0,0,23.33268796727458,20.992092497450138,23.478213648625108,23.849280439300138
2014-2015,2015-03-30,Toronto Raptors,99,96,Houston Rockets,0OT,0,1,17.14008700328507,27.373742665259048,22.60276305441303,24.17296121205626
2014-2015,2015-03-30,Memphis Grizzlies,97,83,Sacramento Kings,0OT,1,0,27.867177817587013,17.13898300709752,26.06715322620092,23.23344204650754
2014-2015,2015-03-30,Minnesota Timberwolves,84,104,Utah Jazz,0OT,1,0,28.92300170577028,24.943041023705447,26.31304979867737,25.148821900396253
2014-2015,2015-03-30,Portland Trail Blazers,109,86,Phoenix Suns,0OT,0,1,25.741966947296078,26.526055781627218,24.84328589797329,23.372327890394928
2014-2015,2015-03-31,Brooklyn Nets,111,106,Indiana Pacers,0OT,0,0,21.153608786944407,19.690719150138786,23.976448259900167,22.88592104567732
2014-2015,2015-03-31,Detroit Pistons,105,95,Atlanta Hawks,0OT,0,1,19.435848776783164,29.499515975455935,22.429965734172992,25.169371328030273
2014-2015,2015-03-31,Miami Heat,81,95,San Antonio Spurs,0OT,0,0,21.732573043120652,21.936828063484995,23.813113373909246,23.881116533003098
2014-2015,2015-03-31,Los Angeles Clippers,106,110,Golden State Warriors,0OT,0,0,19.821381677514452,18.061526211622997,22.41881365275182,24.35057224571288
2014-2015,2015-04-01,Charlotte Hornets,102,78,Detroit Pistons,0OT,0,1,23.935138523026307,26.576886582587374,25.08061762508927,24.193416373195543
2014-2015,2015-04-01,Orlando Magic,91,103,San Antonio Spurs,0OT,0,1,8.128616005857026,28.452621047613746,17.923772636454068,25.54448780658909
2014-2015,2015-04-01,Washington Wizards,106,93,Philadelphia 76ers,0OT,0,0,16.719978537027984,26.309494022553416,22.274427904087247,25.97207691423188
2014-2015,2015-04-01,Boston Celtics,100,87,Indiana Pacers,0OT,0,1,25.08731273791493,26.76803936260409,26.363017844175598,24.617926490803022
2014-2015,2015-04-01,New York Knicks,98,100,Brooklyn Nets,0OT,0,1,14.596417059915831,27.865206590208306,23.42135562283032,25.63324493163119
2014-2015,2015-04-01,Houston Rockets,115,111,Sacramento Kings,0OT,0,0,24.397730249208212,18.640677941492353,24.035777316990504,23.221378420813313
2014-2015,2015-04-01,Milwaukee Bucks,95,91,Chicago Bulls,0OT,0,0,20.808052029815705,10.159103629362722,23.755202663792865,19.3567665838281
2014-2015,2015-04-01,Minnesota Timberwolves,99,113,Toronto Raptors,0OT,0,0,25.26918845949578,18.641298939347852,25.89086005140999,22.674689972255763
2014-2015,2015-04-01,Oklahoma City Thunder,131,135,Dallas Mavericks,0OT,0,0,17.663256464960945,14.136267336614473,22.667950632427033,19.265806984697676
2014-2015,2015-04-01,Utah Jazz,98,84,Denver Nuggets,0OT,0,0,23.030460575834315,13.250711555251135,24.881677961223385,21.347114131217598
2014-2015,2015-04-01,Portland Trail Blazers,122,126,Los Angeles Clippers,0OT,0,1,23.479856407854044,26.86603625813584,24.616831652345454,24.1830334008379
2014-2015,2015-04-01,Los Angeles Lakers,92,113,New Orleans Pelicans,0OT,0,0,26.123952418135964,14.913481419732324,24.500417403576566,20.661604589049222
2014-2015,2015-04-02,Cleveland Cavaliers,114,88,Miami Heat,0OT,0,0,11.082129819639102,21.224572336755365,19.299245638616473,23.72385213980956
2014-2015,2015-04-02,Dallas Mavericks,101,108,Houston Rockets,0OT,1,1,22.602200502460853,30.29829768690616,21.247475468511627,25.688482329611848
2014-2015,2015-04-02,Golden State Warriors,107,106,Phoenix Suns,0OT,0,0,19.159608494037933,17.940679782873982,24.1897350381982,21.731991056076232
2014-2015,2015-04-03,Indiana Pacers,93,74,Charlotte Hornets,0OT,0,0,24.0570221414648,22.463515419202295,24.421484437331035,24.82255677608808
2014-2015,2015-04-03,Washington Wizards,101,87,New York Knicks,0OT,0,0,18.404987927078242,17.210484596202654,22.3900807872528,23.384266645711417
2014-2015,2015-04-03,Boston Celtics,101,110,Milwaukee Bucks,0OT,0,0,23.11161341507715,20.70452926677133,25.934173612846624,23.67365367646254
2014-2015,2015-04-03,Brooklyn Nets,114,109,Toronto Raptors,0OT,0,0,24.674178706992173,19.48573065338317,25.301588056075072,22.737038037781748
2014-2015,2015-04-03,Chicago Bulls,88,82,Detroit Pistons,0OT,0,0,14.714495791516532,23.949498702705398,19.86097840619582,24.053508366301486
2014-2015,2015-04-03,Memphis Grizzlies,100,92,Oklahoma City Thunder,0OT,0,0,13.87984923134589,18.935581761540533,22.2580869239884,22.73119620813235
2014-2015,2015-04-03,Minnesota Timberwolves,84,97,Orlando Magic,0OT,0,0,23.213918508466378,13.572346503294577,25.52489533588333,18.6188231295779
2014-2015,2015-04-03,San Antonio Spurs,123,93,Denver Nuggets,0OT,0,0,25.004599339282734,16.453525249828765,25.22465114269137,21.586261833124407
2014-2015,2015-04-03,Sacramento Kings,95,101,New Orleans Pelicans,0OT,0,0,19.485381342089447,17.388833298599433,23.210921365960647,20.992044881589635
2014-2015,2015-04-03,Los Angeles Lakers,77,107,Portland Trail Blazers,0OT,0,0,23.69472323520148,22.2074192294179,24.319624598344014,24.420535403757235
2014-2015,2015-04-04,Charlotte Hornets,92,91,Philadelphia 76ers,0OT,1,0,28.84763656440172,17.849317790764722,26.42100113635787,23.830103321285254
2014-2015,2015-04-04,Atlanta Hawks,131,99,Brooklyn Nets,0OT,0,1,14.396331226609103,30.50563403024413,21.58350622728411,26.866995776345757
2014-2015,2015-04-04,Detroit Pistons,99,98,Miami Heat,0OT,1,0,29.96212402702905,20.938821939424894,25.704990547935864,23.64647825198712
2014-2015,2015-04-04,Toronto Raptors,116,117,Boston Celtics,1OT,1,1,26.614297990037375,29.333710061307862,24.479311276555418,27.455954742995132
2014-2015,2015-04-04,Memphis Grizzlies,83,92,Washington Wizards,0OT,1,1,22.40988692350942,25.803740945308682,24.033391274058165,24.156282112269846
2014-2015,2015-04-04,Dallas Mavericks,110,123,Golden State Warriors,0OT,0,0,21.713737782634233,19.777279777896336,21.499892528590934,24.05031729232638
2014-2015,2015-04-04,Milwaukee Bucks,90,97,Orlando Magic,0OT,1,1,27.5283969500785,22.179259877470933,25.351332733258225,20.64511118960701
2014-2015,2015-04-04,Denver Nuggets,92,107,Los Angeles Clippers,0OT,1,0,24.340143937371572,18.08410904640106,23.407898948081343,22.386266203152747
2014-2015,2015-04-04,Phoenix Suns,87,85,Utah Jazz,0OT,0,0,19.091632377866613,16.465975555430102,21.919882853602346,22.950103215005118
2014-2015,2015-04-04,Portland Trail Blazers,99,90,New Orleans Pelicans,0OT,1,1,28.655564422063428,25.041624973949574,26.04670537591191,22.854662475962762
2014-2015,2015-04-05,Oklahoma City Thunder,112,115,Houston Rockets,0OT,0,0,19.65126474086655,19.53209433666354,22.7860190674536,23.601229968172124
2014-2015,2015-04-05,Cleveland Cavaliers,99,94,Chicago Bulls,0OT,0,0,11.425273517660248,17.27690388272805,18.44483381462495,20.298041924038944
2014-2015,2015-04-05,Indiana Pacers,112,89,Miami Heat,0OT,0,1,22.53207495457395,27.70411645456867,24.25120351345342,25.326031475988007
2014-2015,2015-04-05,San Antonio Spurs,107,92,Golden State Warriors,0OT,0,1,23.065087128346537,26.83295983342225,24.947408659954824,25.70201954802801
2014-2015,2015-04-05,New York Knicks,101,91,Philadelphia 76ers,0OT,0,1,18.680897585363994,25.38698834307354,23.352116985402642,25.49699274740351
2014-2015,2015-04-05,Sacramento Kings,95,101,Utah Jazz,0OT,0,1,19.96052700492531,24.349481666572576,23.201856927212024,24.677682303625453
2014-2015,2015-04-05,Los Angeles Lakers,78,106,Los Angeles Clippers,0OT,0,1,22.328281819800832,25.563081784800794,24.162908837327926,24.152730602935314
2014-2015,2015-04-06,Brooklyn Nets,106,96,Portland Trail Blazers,0OT,0,0,26.159419142012325,25.118754987410675,26.37103438877058,25.65998599172388
2014-2015,2015-04-07,Atlanta Hawks,96,69,Phoenix Suns,0OT,0,0,12.823452236225714,14.804282409412476,20.288332980918987,20.55980377249805
2014-2015,2015-04-07,Miami Heat,105,100,Charlotte Hornets,0OT,0,0,24.583565505694878,18.920096675606977,25.03528768846047,24.192404992698833
2014-2015,2015-04-07,New Orleans Pelicans,103,100,Golden State Warriors,0OT,0,0,17.314435535884975,24.093539906300016,21.31421220691193,25.361203627244254
2014-2015,2015-04-07,Oklahoma City Thunder,88,113,San Antonio Spurs,0OT,0,0,20.053836416737436,21.97411150969493,22.833540903892597,24.707087887166548
2014-2015,2015-04-07,Sacramento Kings,116,111,Minnesota Timberwolves,0OT,0,0,20.227796440270488,12.407528903069439,23.19399964320757,21.850641968605363
2014-2015,2015-04-07,Los Angeles Clippers,105,100,Los Angeles Lakers,0OT,0,0,23.379233503950445,21.559658523637967,24.018240915029537,24.02706366517486
2014-2015,2015-04-08,Charlotte Hornets,74,92,Toronto Raptors,0OT,1,0,26.190072506705235,14.010773973410263,25.834308096650638,21.34329589530029
2014-2015,2015-04-08,Detroit Pistons,103,113,Boston Celtics,0OT,0,0,14.542703305427157,14.87121294908569,21.985962979050168,23.57990394846189
2014-2015,2015-04-08,Orlando Magic,105,103,Chicago Bulls,0OT,0,0,12.080156445606034,14.038693825525897,18.184040764160123,19.25090652305787
2014-2015,2015-04-08,Philadelphia 76ers,90,119,Washington Wizards,0OT,0,0,17.46013570723415,13.226964908476576,23.446689419293257,20.822285233205466
2014-2015,2015-04-08,Brooklyn Nets,111,114,Atlanta Hawks,0OT,0,1,23.714673267381933,21.617589177169286,25.941122555783295,22.19948243051078
2014-2015,2015-04-08,New York Knicks,86,102,Indiana Pacers,0OT,0,0,14.631003668825436,16.255719121460885,21.715679963249013,22.44128249437466
2014-2015,2015-04-08,Memphis Grizzlies,110,74,New Orleans Pelicans,0OT,0,1,12.153128284391652,24.985826651913733,20.729946785049705,23.15461136505593
2014-2015,2015-04-08,Milwaukee Bucks,99,104,Cleveland Cavaliers,0OT,0,0,13.772656847485775,11.570037265262918,21.72022946904481,17.755285742476644
2014-2015,2015-04-08,San Antonio Spurs,110,98,Houston Rockets,0OT,1,0,28.4805836322712,14.99010229827993,26.313495619086094,21.916725140986994
2014-2015,2015-04-08,Denver Nuggets,119,101,Los Angeles Lakers,0OT,0,1,12.763873667683974,28.169743892728476,20.259960644874234,25.68036961930073
2014-2015,2015-04-08,Utah Jazz,103,91,Sacramento Kings,0OT,0,1,17.022437578085306,27.170847330202868,22.785469711027908,24.904758288503597
2014-2015,2015-04-08,Dallas Mavericks,107,104,Phoenix Suns,0OT,0,1,11.932862345286612,23.103211807059356,18.826311445220348,22.452231098532668
2014-2015,2015-04-08,Portland Trail Blazers,116,91,Minnesota Timberwolves,0OT,0,1,23.129299680418505,21.30564667730208,25.324767881054346,23.654045970770508
2014-2015,2015-04-09,Miami Heat,78,89,Chicago Bulls,0OT,0,1,22.82825559695337,22.529020369144423,24.783263644337318,21.23360262491595
2014-2015,2015-04-09,Golden State Warriors,116,105,Portland Trail Blazers,0OT,0,1,22.55261619729376,29.346974760313877,25.065775795791986,26.88857699270577
2014-2015,2015-04-10,Orlando Magic,99,101,Toronto Raptors,0OT,0,0,15.795088000653395,16.88106036004327,18.844430103534755,21.582952089980868
2014-2015,2015-04-10,Atlanta Hawks,104,80,Charlotte Hornets,0OT,0,0,21.15989391215772,23.731915785021695,22.325116161524804,25.475874675931408
2014-2015,2015-04-10,Brooklyn Nets,117,80,Washington Wizards,0OT,0,0,22.33950371290234,16.440167761018074,25.568464141695625,21.1313269143957
2014-2015,2015-04-10,Cleveland Cavaliers,90,99,Boston Celtics,0OT,0,0,15.50814596171039,17.3650572838607,18.47277444264622,23.52170033106863
2014-2015,2015-04-10,Detroit Pistons,103,107,Indiana Pacers,0OT,0,0,17.180270609302777,18.143842005821746,22.14003211858213,22.534714552198725
2014-2015,2015-04-10,New York Knicks,91,99,Milwaukee Bucks,0OT,0,0,17.22993956371431,16.747119476710747,21.90574398716829,21.909687613476414
2014-2015,2015-04-10,Houston Rockets,103,104,San Antonio Spurs,0OT,0,0,17.431932542782462,25.020328293152552,22.08001501519562,25.89124649977855
2014-2015,2015-04-10,New Orleans Pelicans,90,75,Phoenix Suns,0OT,0,0,23.054527491701478,21.995556641470888,23.15304599896049,22.54420507827623
2014-2015,2015-04-10,Oklahoma City Thunder,116,103,Sacramento Kings,0OT,0,0,15.210212238311104,24.283601623239115,21.297166165538478,24.670117470058408
2014-2015,2015-04-10,Denver Nuggets,143,144,Dallas Mavericks,2OT,0,0,16.179678938072236,15.71223506922372,20.643889786103824,19.40116652029207
2014-2015,2015-04-10,Utah Jazz,88,89,Memphis Grizzlies,0OT,0,0,18.575121137672987,15.836134659970304,22.833064707894582,21.051285619858778
2014-2015,2015-04-10,Los Angeles Lakers,106,98,Minnesota Timberwolves,0OT,0,0,24.845480939659765,20.98442625598242,25.342436923270192,23.585968504984184
2014-2015,2015-04-11,Orlando Magic,79,80,New York Knicks,0OT,1,1,23.84631600049005,24.922454672785733,20.855159061911667,23.705347850122198
2014-2015,2015-04-11,Miami Heat,104,107,Toronto Raptors,0OT,0,1,21.84089377328627,24.66079527003245,24.564802849847684,23.404817463085635
2014-2015,2015-04-11,Chicago Bulls,114,107,Philadelphia 76ers,0OT,0,0,21.67257395764374,14.11599475148941,21.48786719805437,21.79200409364669
2014-2015,2015-04-11,Los Angeles Clippers,94,86,Memphis Grizzlies,0OT,0,1,12.459835600859321,23.877100994977727,20.71856301826885,22.909817646075414
2014-2015,2015-04-11,Portland Trail Blazers,105,111,Utah Jazz,0OT,0,1,25.507673302676555,25.93134085325474,26.389741531132586,24.568715417694953
2014-2015,2015-04-11,Golden State Warriors,110,101,Minnesota Timberwolves,0OT,0,1,21.68584661097774,27.738319691986817,24.80969150431909,25.26969481498527
2014-2015,2015-04-12,Boston Celtics,117,78,Cleveland Cavaliers,0OT,0,0,18.767844722171645,17.72333210346209,23.47124796831038,19.09471173446979
2014-2015,2015-04-12,Milwaukee Bucks,96,73,Brooklyn Nets,0OT,0,0,18.420254705649796,21.565970838507564,22.073914708946855,25.245434434359225
2014-2015,2015-04-12,Detroit Pistons,116,77,Charlotte Hornets,0OT,0,0,18.66390221773281,22.349202629074703,22.273583132516492,25.165175551431624
2014-2015,2015-04-12,Denver Nuggets,122,111,Sacramento Kings,0OT,0,0,19.97606940266563,22.659525913072002,21.618781990570376,24.466724893784278
2014-2015,2015-04-12,Indiana Pacers,116,104,Oklahoma City Thunder,0OT,0,0,19.205911128274735,17.555744384049998,22.615703815163936,21.54296567738115
2014-2015,2015-04-12,Washington Wizards,108,99,Atlanta Hawks,0OT,0,0,18.247594365572667,20.90244032558872,21.399212034000552,22.434018646553604
2014-2015,2015-04-12,Houston Rockets,121,114,New Orleans Pelicans,0OT,0,0,18.805462055315136,21.968171714082082,22.221558794384787,23.15168910016908
2014-2015,2015-04-12,San Antonio Spurs,107,91,Phoenix Suns,0OT,0,0,23.07393466489831,21.372500610827373,25.525230319070822,22.62393044240591
2014-2015,2015-04-12,Los Angeles Lakers,106,120,Dallas Mavericks,0OT,0,0,22.975583028558617,19.71313222643834,25.04950834371459,20.54155813709027
2014-2015,2015-04-13,Charlotte Hornets,90,100,Houston Rockets,0OT,1,1,28.761901971806026,26.104096541486353,26.739991030643235,23.999382325806526
2014-2015,2015-04-13,Cleveland Cavaliers,109,97,Detroit Pistons,0OT,1,1,25.292499077596567,25.99792666329961,21.088179890713253,24.047818778549836
2014-2015,2015-04-13,Philadelphia 76ers,97,107,Milwaukee Bucks,0OT,0,1,16.940247047712795,25.815191029237347,21.971903667382207,23.86192059108845
2014-2015,2015-04-13,Atlanta Hawks,108,112,New York Knicks,0OT,1,0,27.676830244191542,23.018880753441977,24.19718977437749,23.630438267228396
2014-2015,2015-04-13,Brooklyn Nets,86,113,Chicago Bulls,0OT,1,0,28.174478128880672,21.1908228511746,26.81471481819652,21.708270139573884
2014-2015,2015-04-13,Miami Heat,100,93,Orlando Magic,0OT,0,0,21.285502747473526,22.413552750275652,24.375435526205663,21.15982277780452
2014-2015,2015-04-13,Minnesota Timberwolves,88,100,New Orleans Pelicans,0OT,0,1,24.602804826742585,28.476128785561563,24.986453650563924,24.86536571395052
2014-2015,2015-04-13,Oklahoma City Thunder,101,90,Portland Trail Blazers,0OT,1,0,25.166808288037497,23.348066232755563,23.367588734113482,25.957338378353928
2014-2015,2015-04-13,Utah Jazz,109,92,Dallas Mavericks,0OT,0,1,23.58637922995579,26.784849169828753,24.37882703864402,22.435243782808183
2014-2015,2015-04-13,Sacramento Kings,102,92,Los Angeles Lakers,0OT,1,1,28.994644434804,29.231687271418963,26.08970938386812,26.63230087173427
2014-2015,2015-04-13,Golden State Warriors,111,107,Memphis Grizzlies,0OT,0,0,21.19828871867498,22.43086930967497,24.587711185075644,22.940852632567154
2014-2015,2015-04-13,Los Angeles Clippers,110,103,Denver Nuggets,0OT,0,1,16.00865752548337,26.982052051999222,21.041417883850166,23.43817633604828
2014-2015,2015-04-14,Boston Celtics,95,93,Toronto Raptors,0OT,0,0,19.55691265622155,17.15377300454494,23.42751458846405,21.758211575952867
2014-2015,2015-04-14,Indiana Pacers,99,95,Washington Wizards,2OT,0,0,19.80332500965454,19.264271830634627,22.685907349886453,21.631421608545065
2014-2015,2015-04-14,Phoenix Suns,101,112,Los Angeles Clippers,0OT,0,1,21.0220315935904,24.006493144112525,22.693038397757324,22.900630443584635
2014-2015,2015-04-15,Toronto Raptors,92,87,Charlotte Hornets,0OT,1,0,24.865329753408705,25.17856985914089,23.567990087956115,26.260943473649128
2014-2015,2015-04-15,Brooklyn Nets,101,88,Orlando Magic,0OT,0,0,24.848143947495377,21.607623422030052,26.32571593634395,21.423912966729482
2014-2015,2015-04-15,Chicago Bulls,91,85,Atlanta Hawks,0OT,0,0,20.919837853785715,24.568217012357742,21.899320965219214,24.05677924556622
2014-2015,2015-04-15,Cleveland Cavaliers,113,108,Washington Wizards,1OT,0,1,23.22703073114807,28.94820387297597,21.361811106218738,24.139599428645404
2014-2015,2015-04-15,Dallas Mavericks,114,98,Portland Trail Blazers,0OT,0,0,24.066477658028674,22.133287255925005,22.529480044788542,25.582520425469692
2014-2015,2015-04-15,Houston Rockets,117,91,Utah Jazz,0OT,0,0,23.683554304586075,22.267338316850132,23.885314762797808,24.214227004960154
2014-2015,2015-04-15,Milwaukee Bucks,100,105,Boston Celtics,0OT,0,1,23.521044953946006,26.66768449216616,23.766159465997003,25.122168754776872
2014-2015,2015-04-15,Minnesota Timberwolves,113,138,Oklahoma City Thunder,0OT,0,0,22.839077715042706,23.156329662021093,24.740933069275982,23.337660151211328
2014-2015,2015-04-15,New Orleans Pelicans,108,103,San Antonio Spurs,0OT,0,0,25.01782244187838,16.484316186753976,24.635970993424408,23.469478386578825
2014-2015,2015-04-15,New York Knicks,90,112,Detroit Pistons,0OT,0,0,21.948120423811112,23.62383374810603,23.565504752448867,23.927300701025956
2014-2015,2015-04-15,Philadelphia 76ers,101,105,Miami Heat,0OT,0,0,18.528888964338446,20.97309529545386,22.127845152820008,24.21128715648505
2014-2015,2015-04-15,Memphis Grizzlies,95,83,Indiana Pacers,0OT,0,1,21.61736398669217,29.352493757240904,22.96775454119079,25.121362015411524
2014-2015,2015-04-15,Golden State Warriors,133,126,Denver Nuggets,0OT,0,0,20.924037404254676,24.177404279249565,24.395293048656534,23.398847263946724
2014-2015,2015-04-15,Los Angeles Lakers,99,122,Sacramento Kings,0OT,0,0,25.44282409017317,25.30948749457725,26.167594929244093,25.69726294986903
2015-2016,2015-10-27,Chicago Bulls,97,95,Cleveland Cavaliers,0OT,0,0,1.6003174704024513e-23,1.7725673290941537e-23,2.2599322272940286e-05,2.2450932664174963e-05
2015-2016,2015-10-27,Atlanta Hawks,94,106,Detroit Pistons,0OT,0,0,1.7584591428886002e-23,1.717524157135872e-23,2.4514754662808413e-05,2.4399801154662005e-05
2015-2016,2015-10-27,Golden State Warriors,111,95,New Orleans Pelicans,0OT,0,0,1.6004995029999387e-23,1.7779476202350928e-23,2.4815293639048686e-05,2.502897208425185e-05
2015-2016,2015-10-28,Orlando Magic,87,88,Washington Wizards,0OT,0,0,1.2225975305120395e-23,1.5154168336391312e-23,2.064778078938251e-05,2.319868474155327e-05
2015-2016,2015-10-28,Boston Celtics,112,95,Philadelphia 76ers,0OT,0,0,1.3870965763348757e-23,1.1225100269004405e-23,2.3704722323048155e-05,2.1229644148725804e-05
2015-2016,2015-10-28,Brooklyn Nets,100,115,Chicago Bulls,0OT,0,1,1.3279445860158647e-23,12.0,2.469956247957537e-05,3.31036586833453
2015-2016,2015-10-28,Detroit Pistons,92,87,Utah Jazz,0OT,1,0,12.0,1.2440444002649578e-23,3.310367544642454,2.2954226682877954e-05
2015-2016,2015-10-28,Toronto Raptors,106,99,Indiana Pacers,0OT,0,0,1.3285032845444498e-23,1.4743778474894227e-23,2.2420053660405423e-05,2.3704055480294673e-05
2015-2016,2015-10-28,Miami Heat,104,94,Charlotte Hornets,0OT,0,0,1.2019694649763158e-23,1.338686501266968e-23,2.2951796633302877e-05,2.464602220470048e-05
2015-2016,2015-10-28,Milwaukee Bucks,97,122,New York Knicks,0OT,0,0,1.2848015260556323e-23,1.2336668498586184e-23,2.2583858501701668e-05,2.24179993067391e-05
2015-2016,2015-10-28,Oklahoma City Thunder,112,106,San Antonio Spurs,0OT,0,0,1.272944887037432e-23,1.0560423961018778e-23,2.22296652204394e-05,2.2338624865656954e-05
2015-2016,2015-10-28,Memphis Grizzlies,76,106,Cleveland Cavaliers,0OT,0,1,1.2229141894555768e-23,12.0,2.192390491406405e-05,3.3103657301786873
2015-2016,2015-10-28,Houston Rockets,85,105,Denver Nuggets,0OT,0,0,1.2900845913678964e-23,1.3061393085908248e-23,2.268235108756439e-05,2.2280241880618067e-05
2015-2016,2015-10-28,Phoenix Suns,95,111,Dallas Mavericks,0OT,0,0,9.026702623479497e-24,1.3025331617292999e-23,2.0200494360533734e-05,2.1561631564684454e-05
2015-2016,2015-10-28,Portland Trail Blazers,112,94,New Orleans Pelicans,0OT,0,1,1.2396864940444449e-23,12.0,2.4085244445607003e-05,3.3103681304222854
2015-2016,2015-10-28,Sacramento Kings,104,111,Los Angeles Clippers,0OT,0,0,1.3429425420167084e-23,9.754373303562753e-24,2.4180089477594136e-05,2.036025384930804e-05
2015-2016,2015-10-28,Los Angeles Lakers,111,112,Minnesota Timberwolves,0OT,0,0,1.3472772214691448e-23,1.2626312481623221e-23,2.456886122426713e-05,2.3389596688718118e-05
2015-2016,2015-10-29,Indiana Pacers,103,112,Memphis Grizzlies,0OT,1,1,12.0,12.0,3.3103668968792404,3.3103652394976786
2015-2016,2015-10-29,New York Knicks,101,112,Atlanta Hawks,0OT,1,0,12.0,9.0,3.3103656995165958,3.0820664343117112
2015-2016,2015-10-29,Los Angeles Clippers,104,88,Dallas Mavericks,0OT,1,1,12.0,12.0,3.3103637836846183,3.3103649022086983
2015-2016,2015-10-30,Cleveland Cavaliers,102,92,Miami Heat,0OT,0,0,15.75,9.0,5.951553647206021,3.082065079500292
2015-2016,2015-10-30,Philadelphia 76ers,71,99,Utah Jazz,0OT,0,0,9.0,9.0,3.082063586695106,3.08206508160672
2015-2016,2015-10-30,Orlando Magic,136,139,Oklahoma City Thunder,2OT,0,0,9.0,9.0,3.082063082321279,3.08206445353858
2015-2016,2015-10-30,Boston Celtics,103,113,Toronto Raptors,0OT,0,0,9.0,9.0,3.0820657321552596,3.082064618572079
2015-2016,2015-10-30,Detroit Pistons,98,94,Chicago Bulls,1OT,0,0,15.75,15.75,5.951555220028952,5.951553766962987
2015-2016,2015-10-30,Atlanta Hawks,97,94,Charlotte Hornets,0OT,1,0,18.75,9.0,6.179854956083317,3.082066548097725
2015-2016,2015-10-30,Milwaukee Bucks,113,118,Washington Wizards,0OT,0,0,9.0,9.0,3.0820647605622447,3.0820652935091277
2015-2016,2015-10-30,San Antonio Spurs,102,75,Brooklyn Nets,0OT,0,0,9.0,9.0,3.0820645479875473,3.0820665945077854
2015-2016,2015-10-30,Denver Nuggets,78,95,Minnesota Timberwolves,0OT,0,0,9.0,9.0,3.0820644973797036,3.082065458996416
2015-2016,2015-10-30,Houston Rockets,92,112,Golden State Warriors,0OT,0,0,9.0,6.75,3.0820648459381004,2.8695103710453362
2015-2016,2015-10-30,Sacramento Kings,132,114,Los Angeles Lakers,0OT,0,0,9.0,9.0,3.082066144215492,3.0820664812126424
2015-2016,2015-10-30,Phoenix Suns,110,92,Portland Trail Blazers,0OT,0,0,9.0,9.0,3.082062694602127,3.0820660620014277
2015-2016,2015-10-31,Indiana Pacers,76,97,Utah Jazz,0OT,0,1,15.75,18.75,5.951554658531469,6.179853696668325
2015-2016,2015-10-31,Washington Wizards,110,117,New York Knicks,0OT,1,0,18.75,15.75,6.179853893956774,5.9515536206273465
2015-2016,2015-10-31,New Orleans Pelicans,120,134,Golden State Warriors,0OT,0,1,11.8125,17.0625,5.541103608639216,5.981957931662899
2015-2016,2015-10-31,Memphis Grizzlies,101,91,Brooklyn Nets,0OT,0,1,15.75,18.75,5.951553221871352,6.179855105231386
2015-2016,2015-10-31,Portland Trail Blazers,90,101,Phoenix Suns,0OT,1,1,18.75,18.75,6.179854609449605,6.179851474284739
2015-2016,2015-10-31,Los Angeles Clippers,114,109,Sacramento Kings,0OT,0,1,15.75,18.75,5.951551959935894,6.1798546859937336
2015-2016,2015-11-01,Charlotte Hornets,92,94,Atlanta Hawks,0OT,0,0,14.0625,19.546875,5.753658161192915,8.438899242550223
2015-2016,2015-11-01,Boston Celtics,87,95,San Antonio Spurs,0OT,0,0,14.0625,14.0625,5.7536574539134175,5.753656427446994
